,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
294,IVAR AASEN,Status,"Since start-up of production, additional injection and production wells have been drilled. Ivar Aasen production is on decline. The Symra field is under development as a tie-back to Ivar Aasen, and production is expected to start in 2026. The Ivar Aasen platform is equipped for tie-in of other nearby discoveries.",23384520,20.02.2026,17.07.2026
295,JETTE,Reservoir,Jette produced oil from sandstone of late Paleocene age in the Heimdal Formation. The reservoir is in a marine fan system at a depth of 2200 metres.,21613906,20.02.2026,17.07.2026
296,JETTE,Transport,The well stream was transported to Jotun B and further to Jotun A for processing and loading.,21613906,20.02.2026,17.07.2026
297,JETTE,Development,"Jette is a field in the central part of the North Sea, six kilometres south of the Jotun field. The water depth is 127 metres. Jette was discovered in 2009, and the plan for development and operation (PDO) was approved in 2012. The field was developed with a subsea template with two production wells tied-in to the Jotun A facility. Production started in 2013.",21613906,20.02.2026,17.07.2026
298,JETTE,Status,"Jette was shut down in 2016, and the subsea template was removed in 2019.",21613906,20.02.2026,17.07.2026
299,JETTE,Recovery strategy,The field was produced with natural pressure support from the aquifer.,21613906,20.02.2026,17.07.2026
300,JOHAN CASTBERG,Transport,The oil is offloaded to shuttle tankers and transported to the market. ,32017325,20.02.2026,17.07.2026
301,JOHAN CASTBERG,Development,"Johan Castberg is a field in the Barents Sea, 100 kilometres northwest of the Snøhvit field. The water depth is 370 metres. Johan Castberg consists of the three discoveries Skrugard, Havis and Drivis, proven between 2011 and 2013. The plan for development and operation (PDO) was approved in 2018. The discoveries were developed together, and the development concept is a production, storage and offloading vessel (FPSO) with additional subsea templates including 18 horizontal production wells and 12 injection wells.",32017325,20.02.2026,17.07.2026
302,JOHAN CASTBERG,Status,The production started in March 2025.,32017325,20.02.2026,17.07.2026
303,JOHAN CASTBERG,Reservoir,"The reservoirs contain oil with gas caps in three separate sandstone deposits of Late Triassic to Middle Jurassic age in the Tubåen, Nordmela and Stø Formations. They are at depths of 1250-1900 metres. Reservoir properties in the Tubåen and Stø Formations are generally good; the Nordmela Formation is more heterogeneous with several lateral barriers.",32017325,20.02.2026,17.07.2026
304,JOHAN CASTBERG,Recovery strategy,The field is produced by pressure support from gas and water injection. ,32017325,20.02.2026,17.07.2026
305,JOHAN SVERDRUP,Transport,Stabilised oil is exported from the riser platform through a new oil export pipeline that is connected to existing underground storage caverns at the Mongstad terminal. The gas is exported from the riser platform to the Kårstø terminal through a new pipeline connected to Statpipe.,26376286,20.02.2026,17.07.2026
306,JOHAN SVERDRUP,Recovery strategy,"The field is produced by water injection as pressure support, as well as gas lift in the production wells.",26376286,20.02.2026,17.07.2026
307,JOHAN SVERDRUP,Development,"Johan Sverdrup is a field on the Utsira High in the central part of the North Sea, 65 kilometres northeast of the Sleipner fields. The water depth is 115 metres. Johan Sverdrup was discovered in 2010 and the plan for development and operation (PDO) for Phase I was approved in 2015. The development solution for the first development phase is a field centre with four installations: living quarters, process, drilling and riser facilities. The four platforms are connected by bridges. The drilling platform has 48 well slots and is prepared for simultaneous drilling, well intervention and production. In 2019, the production from Phase I started and the PDO for Phase II was approved. It includes a process platform and five subsea templates, in addition to modifications on the riser platform. The production from Phase II started in 2022. Johan Sverdrup receives power from shore through the area solution for the Utsira High, and is therefore producing with very low CO2 emissions.",26376286,20.02.2026,17.07.2026
308,JOHAN SVERDRUP,Reservoir,"The main reservoir contains oil in Upper Jurassic intra-Draupne sandstone. The reservoir depth is 1900 metres. The quality of the main reservoir is excellent with very high permeability. The remaining oil resources are in sandstone in the Upper Triassic Statfjord Group and Middle to Upper Jurassic Vestland Group, as well as in spiculites in the Upper Jurassic Viking Group. Oil was also proven in Permian Zechstein carbonates.",26376286,20.02.2026,17.07.2026
309,JOHAN SVERDRUP,Status,"Johan Sverdrup accounts for about one third of the Norwegian oil production. The field is currently producing with high regularity at plateau, close to the current oil handling capacity. The oil handling capacity was increased after a capacity test in 2023. A third development phase is currently being prepared.",26376286,20.02.2026,17.07.2026
310,JOTUN,Transport,"The Jotun FPSO is an integrated part of the Balder and Ringhorne facilities and is still in operation. It receives oil and gas from Ringhorne, and excess gas from Balder. Jotun processes and exports rich gas via Statpipe to Kårstø. The oil is exported via the production vessel at Jotun to tankers on the field.",43604,20.02.2026,17.07.2026
311,JOTUN,Development,"Jotun is a field in the central part of the North Sea, 25 kilometres north of the Balder field. The water depth is 125 metres. Jotun was discovered in 1994, and the plan for development and operation (PDO) was approved in 1997. The field was developed with Jotun A, a combined production, storage and offloading vessel (FPSO), and Jotun B, a wellhead facility. Jotun is integrated with the Balder field. The production started in 1999.",43604,20.02.2026,17.07.2026
312,JOTUN,Reservoir,Jotun produced oil from sandstone of Paleocene age in the Heimdal Formation. The reservoir is at a depth of 2000 metres in a marine fan system and comprises three structures.,43604,20.02.2026,17.07.2026
313,JOTUN,Status,"Jotun was shut down in 2016, and Jotun B was removed in 2020. The Jotun FPSO is upgraded and relocated to the Balder and Ringhorne Øst fields to continue operation.",43604,20.02.2026,17.07.2026
314,JOTUN,Recovery strategy,The field was produced by pressure support from the aquifer and with gas lift. Produced water was injected into the Utsira Formation.,43604,20.02.2026,17.07.2026
315,KNARR,Development,"Knarr is a field in the northern part of the North Sea, 50 kilometres northeast of the Snorre field. The water depth is 400 metres. Knarr was discovered in 2008, and the plan for development and operation (PDO) was approved in 2011. The Knarr field consists of two segments, Knarr West and Knarr Central. The development comprised a floating production, storage and offloading vessel (FPSO) and two subsea templates, including six production and injection wells. The production started in 2015.",20460988,20.02.2026,17.07.2026
316,KNARR,Reservoir,Knarr produced oil from Lower Jurassic sandstone in the Cook Formation. The reservoirs are at a depth of 3800 metres and have moderate to good quality.,20460988,20.02.2026,17.07.2026
317,KNARR,Transport,Oil was processed and stored on the Knarr FPSO and offloaded to shuttle tankers for export. Gas was exported via the Far North Liquids and Associated Gas System (FLAGS) to St Fergus in the UK.,20460988,20.02.2026,17.07.2026
318,KNARR,Status,Knarr was shut down in 2022 and the FPSO was removed from the field. Decommissioning of the subsea facilities must be completed by 2028.,20460988,20.02.2026,17.07.2026
319,KNARR,Recovery strategy,The field was produced with water injection for pressure maintenance.,20460988,20.02.2026,17.07.2026
320,KRISTIN,Reservoir,"Kristin produces gas and condensate from Jurassic sandstone in the Garn, Ile and Tofte Formations. The reservoirs are at a depth of 4600 metres and initially had high pressure and high temperature (HPHT).",1854729,20.02.2026,17.07.2026
321,KRISTIN,Transport,"The well stream is processed at the Kristin platform and the rich gas is sent via the Åsgard Transport System (ÅTS) to the Kårstø terminal, where NGL and condensate is extracted. Light oil separated out on Kristin is transferred to the Åsgard C facility for storage and export.",1854729,20.02.2026,17.07.2026
322,KRISTIN,Development,"Kristin is a field in the Norwegian Sea, a few kilometres southwest of the Åsgard field. The water depth is 370 metres. Kristin was discovered in 1997, and the plan for development and operation (PDO) was approved in 2001. The field is developed with four 4-slot subsea templates tied-back to a semi-submersible facility for processing. The production started in 2005. An amended PDO was approved in 2007. The Tyrihans and Maria fields are tied to the Kristin facility. A PDO for Kristin South, including development of the Kristin Q segment and funnet 6406/2-1 Lavrans, was approved in 2022.",1854729,20.02.2026,17.07.2026
